2,7,43,2,2,23,0,UNDER CENTER,OWN,MIA,TEN,RUSH,RIGHT
2,6,45,1,10,26,1,NO HUDDLE,OWN,MIA,TEN,RUSH,LEFT
2,6,10,1,10,42,0,NO HUDDLE SHOTGUN,OWN,MIA,TEN,RUSH,CENTER
2,1,52,2,10,15,0,SHOTGUN,OWN,TEN,MIA,RUSH,CENTER
2,1,9,3,1,24,1,UNDER CENTER,OWN,TEN,MIA,RUSH,CENTER
2,0,49,1,23,13,0,UNDER CENTER,OWN,TEN,MIA,RUSH,CENTER
2,0,40,2,19,17,0,SHOTGUN,OWN,TEN,MIA,RUSH,CENTER
2,0,35,3,13,23,0,SHOTGUN,OWN,TEN,MIA,RUSH,CENTER
3,15,0,1,10,25,0,UNDER CENTER,OWN,MIA,TEN,RUSH,LEFT
3,13,32,1,10,49,0,UNDER CENTER,OWN,TEN,MIA,RUSH,RIGHT
3,12,5,1,10,10,0,UNDER CENTER,OWN,MIA,TEN,RUSH,RIGHT
3,11,29,2,5,15,0,NO HUDDLE,OWN,MIA,TEN,RUSH,LEFT
3,10,50,3,1,19,0,UNDER CENTER,OWN,MIA,TEN,RUSH,CENTER
3,3,15,1,10,38,0,UNDER CENTER,OWN,TEN,MIA,RUSH,RIGHT
3,2,32,2,8,40,1,UNDER CENTER,OWN,TEN,MIA,RUSH,LEFT
4,13,23,1,10,38,0,UNDER CENTER,OWN,TEN,MIA,RUSH,RIGHT
4,11,39,1,10,11,0,SHOTGUN,OWN,MIA,TEN,RUSH,CENTER
4,8,47,1,10,43,0,UNDER CENTER,OWN,TEN,MIA,RUSH,RIGHT
1,14,21,2,1,34,1,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
1,13,7,1,10,48,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
1,8,47,1,10,19,0,UNDER CENTER,OWN,SF,MIN,RUSH,LEFT
1,8,12,2,6,23,0,SHOTGUN,OWN,SF,MIN,RUSH,RIGHT
1,7,17,1,10,30,0,SHOTGUN,OWN,MIN,SF,RUSH,LEFT
1,3,56,1,10,25,0,UNDER CENTER,OWN,SF,MIN,RUSH,LEFT
1,2,45,2,29,6,0,SHOTGUN,OWN,SF,MIN,RUSH,RIGHT
1,1,58,3,24,11,0,SHOTGUN,OWN,SF,MIN,RUSH,CENTER
1,1,11,1,10,47,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
2,12,39,1,10,77,0,UNDER CENTER,OPP,SF,MIN,RUSH,LEFT
2,11,4,1,10,40,0,UNDER CENTER,OWN,MIN,SF,RUSH,LEFT
2,10,33,2,2,48,1,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
2,10,22,1,10,29,1,UNDER CENTER,OWN,SF,MIN,RUSH,CENTER
2,9,44,1,10,43,0,UNDER CENTER,OWN,SF,MIN,RUSH,CENTER
2,9,8,2,6,47,0,UNDER CENTER,OWN,SF,MIN,RUSH,RIGHT
2,2,18,1,10,2,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
3,14,56,2,10,25,0,UNDER CENTER,OWN,SF,MIN,RUSH,CENTER
3,13,16,1,10,44,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
3,11,16,1,10,18,0,UNDER CENTER,OWN,SF,MIN,RUSH,LEFT
3,8,35,2,10,36,0,SHOTGUN,OWN,MIN,SF,RUSH,RIGHT
3,4,22,1,10,25,1,UNDER CENTER,OWN,SF,MIN,RUSH,LEFT
3,0,27,2,10,25,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
4,13,43,1,10,14,0,UNDER CENTER,OWN,SF,MIN,RUSH,LEFT
4,8,9,1,10,25,0,UNDER CENTER,OWN,MIN,SF,RUSH,LEFT
4,5,46,1,10,18,0,UNDER CENTER,OWN,MIN,SF,RUSH,RIGHT
4,5,12,2,1,27,1,UNDER CENTER,OWN,MIN,SF,RUSH,RIGHT
4,4,29,1,10,32,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
4,3,45,2,6,36,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
4,2,54,1,10,46,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
4,2,10,2,9,47,0,UNDER CENTER,OWN,MIN,SF,RUSH,CENTER
1,15,0,1,10,25,0,UNDER CENTER,OWN,NE,HOU,RUSH,CENTER
1,14,25,2,4,31,0,SHOTGUN,OWN,NE,HOU,RUSH,CENTER
1,13,49,3,3,32,0,SHOTGUN,OWN,NE,HOU,RUSH,CENTER
1,11,44,1,10,27,0,SHOTGUN,OWN,HOU,NE,RUSH,LEFT
1,9,5,1,10,44,0,UNDER CENTER,OWN,NE,HOU,RUSH,RIGHT
1,7,44,2,10,9,1,UNDER CENTER,OWN,HOU,NE,RUSH,LEFT
1,5,39,1,10,6,0,UNDER CENTER,OWN,NE,HOU,RUSH,CENTER
1,5,2,2,4,12,0,UNDER CENTER,OWN,NE,HOU,RUSH,RIGHT
1,4,25,3,1,15,0,UNDER CENTER,OWN,NE,HOU,RUSH,CENTER
1,0,29,2,10,66,0,UNDER CENTER,OPP,NE,HOU,RUSH,RIGHT
2,14,37,4,1,75,1,UNDER CENTER,OPP,NE,HOU,RUSH,CENTER
2,13,55,1,10,77,0,UNDER CENTER,OPP,NE,HOU,RUSH,LEFT
2,13,23,2,9,78,1,UNDER CENTER,OPP,NE,HOU,RUSH,RIGHT
2,12,32,1,10,37,0,SHOTGUN,OWN,HOU,NE,RUSH,CENTER
2,7,9,1,10,34,0,SHOTGUN,OWN,HOU,NE,RUSH,CENTER
2,5,30,1,10,20,0,UNDER CENTER,OWN,NE,HOU,RUSH,RIGHT
2,4,24,1,10,34,0,SHOTGUN,OWN,HOU,NE,RUSH,RIGHT
2,3,55,2,4,40,0,NO HUDDLE SHOTGUN,OWN,HOU,NE,RUSH,CENTER
2,2,36,1,10,45,0,SHOTGUN,OWN,HOU,NE,RUSH,LEFT
2,1,52,2,23,32,0,SHOTGUN,OWN,HOU,NE,RUSH,RIGHT
2,1,28,1,10,22,0,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
2,1,8,2,2,30,1,NO HUDDLE,OWN,NE,HOU,RUSH,LEFT
3,14,56,1,10,28,0,SHOTGUN,OWN,HOU,NE,RUSH,RIGHT
3,12,54,1,10,21,0,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
3,9,52,1,10,17,0,UNDER CENTER,OWN,NE,HOU,RUSH,CENTER
3,9,8,2,8,19,0,SHOTGUN,OWN,NE,HOU,RUSH,LEFT
3,5,57,1,10,32,0,SHOTGUN,OWN,HOU,NE,RUSH,LEFT
3,4,57,1,10,43,1,UNDER CENTER,OWN,HOU,NE,RUSH,RIGHT
3,1,52,1,10,25,1,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
4,10,21,3,14,83,0,UNDER CENTER,OPP,NE,HOU,RUSH,LEFT
4,9,23,2,1,40,1,NO HUDDLE SHOTGUN,OWN,HOU,NE,RUSH,LEFT
4,7,9,1,10,12,0,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
4,5,58,3,13,9,0,SHOTGUN,OWN,NE,HOU,RUSH,RIGHT
4,5,13,2,10,34,0,NO HUDDLE,OWN,HOU,NE,RUSH,LEFT
4,2,8,1,10,25,0,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
4,1,49,1,10,37,0,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
4,1,44,2,9,38,0,UNDER CENTER,OWN,NE,HOU,RUSH,RIGHT
4,1,39,3,2,45,0,UNDER CENTER,OWN,NE,HOU,RUSH,LEFT
1,11,4,2,3,39,0,UNDER CENTER,OWN,TB,NO,RUSH,RIGHT
1,10,39,3,1,41,1,UNDER CENTER,OWN,TB,NO,RUSH,CENTER
1,9,41,1,10,25,0,UNDER CENTER,OWN,NO,TB,RUSH,RIGHT
1,9,8,2,5,30,0,SHOTGUN,OWN,NO,TB,RUSH,RIGHT
1,4,25,1,10,25,1,UNDER CENTER,OWN,TB,NO,RUSH,LEFT
1,3,44,1,10,48,1,SHOTGUN,OWN,TB,NO,RUSH,LEFT
1,1,15,2,1,35,1,UNDER CENTER,OWN,NO,TB,RUSH,LEFT
2,14,13,1,10,41,0,SHOTGUN,OWN,TB,NO,RUSH,LEFT
2,13,38,2,4,47,0,UNDER CENTER,OWN,TB,NO,RUSH,RIGHT
2,9,42,1,10,22,0,UNDER CENTER,OWN,TB,NO,RUSH,RIGHT
2,4,38,1,10,32,0,UNDER CENTER,OWN,NO,TB,RUSH,LEFT
2,0,44,1,20,15,0,SHOTGUN,OWN,TB,NO,RUSH,RIGHT
3,14,23,1,10,35,0,UNDER CENTER,OWN,TB,NO,RUSH,LEFT
3,11,24,1,10,25,0,UNDER CENTER,OWN,NO,TB,RUSH,LEFT
3,9,13,1,10,25,0,UNDER CENTER,OWN,TB,NO,RUSH,RIGHT
3,4,35,1,10,46,0,UNDER CENTER,OWN,TB,NO,RUSH,LEFT
3,2,58,1,10,25,0,SHOTGUN,OWN,NO,TB,RUSH,LEFT
3,0,26,1,10,35,0,UNDER CENTER,OWN,TB,NO,RUSH,RIGHT
4,13,30,2,10,48,0,SHOTGUN,OWN,TB,NO,RUSH,LEFT
4,8,51,1,10,25,0,UNDER CENTER,OWN,TB,NO,RUSH,RIGHT
4,8,7,2,6,29,0,UNDER CENTER,OWN,TB,NO,RUSH,LEFT
4,3,31,1,10,25,0,UNDER CENTER,OWN,TB,NO,RUSH,LEFT
4,3,27,2,14,21,0,UNDER CENTER,OWN,TB,NO,RUSH,LEFT
1,14,55,1,10,20,0,UNDER CENTER,OWN,JAX,NYG,RUSH,LEFT
1,9,49,1,17,7,0,SHOTGUN,OWN,NYG,JAX,RUSH,RIGHT
1,8,41,2,20,4,0,SHOTGUN,OWN,NYG,JAX,RUSH,CENTER
1,5,40,1,10,37,1,UNDER CENTER,OWN,NYG,JAX,RUSH,RIGHT
1,0,23,1,10,25,0,UNDER CENTER,OWN,JAX,NYG,RUSH,RIGHT
2,15,0,2,3,32,1,SHOTGUN,OWN,JAX,NYG,RUSH,LEFT
2,14,25,1,10,38,0,UNDER CENTER,OWN,JAX,NYG,RUSH,RIGHT
2,2,42,1,10,25,0,SHOTGUN,OWN,NYG,JAX,RUSH,LEFT
3,15,0,1,10,25,0,UNDER CENTER,OWN,NYG,JAX,RUSH,LEFT
3,14,42,2,2,33,0,NO HUDDLE,OWN,NYG,JAX,RUSH,RIGHT
3,13,49,2,10,38,0,SHOTGUN,OWN,NYG,JAX,RUSH,RIGHT
3,9,18,1,10,25,0,SHOTGUN,OWN,JAX,NYG,RUSH,CENTER
3,8,41,2,9,26,0,SHOTGUN,OWN,JAX,NYG,RUSH,LEFT
3,4,58,1,10,11,0,SHOTGUN,OWN,NYG,JAX,RUSH,RIGHT
3,3,20,2,10,8,1,SHOTGUN,OWN,JAX,NYG,RUSH,LEFT
3,2,37,2,10,49,0,UNDER CENTER,OWN,JAX,NYG,RUSH,RIGHT
3,1,10,2,10,15,0,UNDER CENTER,OWN,NYG,JAX,RUSH,CENTER
4,13,14,1,10,34,0,UNDER CENTER,OWN,JAX,NYG,RUSH,LEFT
4,12,13,1,10,27,0,SHOTGUN,OWN,NYG,JAX,RUSH,LEFT
4,10,51,2,3,32,1,SHOTGUN,OWN,NYG,JAX,RUSH,RIGHT
4,10,7,2,6,29,0,UNDER CENTER,OWN,JAX,NYG,RUSH,LEFT
4,6,51,1,10,25,0,SHOTGUN,OWN,JAX,NYG,RUSH,RIGHT
4,6,15,2,3,32,0,SHOTGUN,OWN,JAX,NYG,RUSH,CENTER
4,4,3,1,10,40,0,SHOTGUN,OWN,NYG,JAX,RUSH,RIGHT
4,1,49,1,10,36,0,UNDER CENTER,OWN,JAX,NYG,RUSH,LEFT
4,1,44,2,8,38,0,UNDER CENTER,OWN,JAX,NYG,RUSH,RIGHT
4,1,38,3,6,40,0,UNDER CENTER,OWN,JAX,NYG,RUSH,LEFT
1,14,25,2,2,33,0,SHOTGUN,OWN,LAC,KC,RUSH,CENTER
1,14,3,3,1,34,0,SHOTGUN,OWN,LAC,KC,RUSH,CENTER
1,13,3,1,10,25,0,UNDER CENTER,OWN,LAC,KC,RUSH,LEFT
1,12,21,1,10,37,0,UNDER CENTER,OWN,LAC,KC,RUSH,CENTER
1,11,10,1,10,48,0,UNDER CENTER,OWN,LAC,KC,RUSH,LEFT
1,9,20,1,10,25,0,SHOTGUN,OWN,KC,LAC,RUSH,CENTER
1,4,53,3,10,12,0,SHOTGUN,OWN,KC,LAC,RUSH,CENTER
1,4,2,1,10,40,1,UNDER CENTER,OWN,LAC,KC,RUSH,RIGHT
2,13,54,1,5,9,1,SHOTGUN,OWN,LAC,KC,RUSH,LEFT
2,13,17,1,10,15,0,UNDER CENTER,OWN,LAC,KC,RUSH,LEFT
2,12,37,2,5,20,1,SHOTGUN,OWN,LAC,KC,RUSH,CENTER
2,7,47,1,10,25,0,UNDER CENTER,OWN,KC,LAC,RUSH,LEFT
2,6,31,1,10,36,0,SHOTGUN,OWN,KC,LAC,RUSH,CENTER
2,5,53,2,7,39,0,SHOTGUN,OWN,KC,LAC,RUSH,LEFT
2,5,10,3,1,45,1,SHOTGUN,OWN,KC,LAC,RUSH,CENTER
2,2,0,1,10,25,0,SHOTGUN,OWN,LAC,KC,RUSH,CENTER
2,0,51,1,10,10,1,SHOTGUN,OWN,KC,LAC,RUSH,RIGHT
3,14,26,1,10,46,0,SHOTGUN,OWN,KC,LAC,RUSH,RIGHT
3,13,46,2,3,53,1,SHOTGUN,OPP,KC,LAC,RUSH,CENTER
3,7,53,1,10,40,0,UNDER CENTER,OWN,LAC,KC,RUSH,LEFT
3,4,16,1,10,14,0,UNDER CENTER,OWN,KC,LAC,RUSH,RIGHT
3,3,39,2,10,14,0,UNDER CENTER,OWN,KC,LAC,RUSH,LEFT
3,2,10,1,10,45,0,SHOTGUN,OWN,KC,LAC,RUSH,RIGHT
4,11,58,1,10,23,0,UNDER CENTER,OWN,KC,LAC,RUSH,CENTER
4,11,20,2,6,27,0,UNDER CENTER,OWN,KC,LAC,RUSH,LEFT
4,9,11,1,25,10,0,SHOTGUN,OWN,LAC,KC,RUSH,CENTER
4,4,54,1,10,25,0,SHOTGUN,OWN,KC,LAC,RUSH,RIGHT
4,1,6,1,10,38,0,UNDER CENTER,OWN,KC,LAC,RUSH,CENTER
4,1,0,2,6,42,0,UNDER CENTER,OWN,KC,LAC,RUSH,RIGHT
4,0,53,3,8,40,0,UNDER CENTER,OWN,KC,LAC,RUSH,CENTER
1,14,55,1,10,23,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
1,10,13,1,10,8,0,UNDER CENTER,OWN,ARI,WAS,RUSH,CENTER
1,9,36,2,8,10,1,UNDER CENTER,OWN,ARI,WAS,RUSH,CENTER
1,8,47,2,10,20,1,UNDER CENTER,OWN,ARI,WAS,RUSH,CENTER
1,8,1,1,10,31,0,SHOTGUN,OWN,ARI,WAS,RUSH,CENTER
1,5,47,1,10,20,0,SHOTGUN,OWN,WAS,ARI,RUSH,CENTER
1,4,35,1,10,30,1,SHOTGUN,OWN,WAS,ARI,RUSH,LEFT
1,3,47,2,10,43,1,SHOTGUN,OWN,WAS,ARI,RUSH,LEFT
2,14,16,2,7,28,0,UNDER CENTER,OWN,ARI,WAS,RUSH,CENTER
2,12,43,2,5,32,0,SHOTGUN,OWN,WAS,ARI,RUSH,RIGHT
2,11,14,1,10,41,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
2,10,52,2,4,47,0,NO HUDDLE SHOTGUN,OWN,WAS,ARI,RUSH,LEFT
2,4,3,3,10,25,0,SHOTGUN,OWN,ARI,WAS,RUSH,LEFT
3,12,52,1,10,8,0,UNDER CENTER,OWN,WAS,ARI,RUSH,LEFT
3,12,7,1,10,31,0,UNDER CENTER,OWN,ARI,WAS,RUSH,CENTER
3,11,7,1,10,8,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
3,10,10,1,10,22,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
3,9,4,2,10,28,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
3,8,42,1,10,34,0,UNDER CENTER,OWN,WAS,ARI,RUSH,RIGHT
3,8,9,1,20,24,0,SHOTGUN,OWN,WAS,ARI,RUSH,LEFT
3,7,22,2,3,41,1,SHOTGUN,OWN,WAS,ARI,RUSH,LEFT
3,3,52,2,3,22,1,NO HUDDLE SHOTGUN,OWN,ARI,WAS,RUSH,CENTER
3,1,55,1,10,24,1,UNDER CENTER,OWN,WAS,ARI,RUSH,RIGHT
3,1,11,1,10,41,1,SHOTGUN,OWN,WAS,ARI,RUSH,RIGHT
4,11,22,1,10,36,0,NO HUDDLE SHOTGUN,OWN,ARI,WAS,RUSH,CENTER
4,11,0,2,2,44,1,NO HUDDLE SHOTGUN,OWN,ARI,WAS,RUSH,CENTER
4,5,44,1,13,3,0,UNDER CENTER,OWN,WAS,ARI,RUSH,LEFT
4,5,32,3,12,4,0,UNDER CENTER,OWN,WAS,ARI,RUSH,RIGHT
4,3,20,1,10,7,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
4,2,36,2,11,6,0,UNDER CENTER,OWN,WAS,ARI,RUSH,CENTER
1,15,0,1,10,25,0,UNDER CENTER,OWN,DAL,CAR,RUSH,RIGHT
1,14,1,2,21,14,0,SHOTGUN,OWN,DAL,CAR,RUSH,RIGHT
1,13,2,3,26,9,0,SHOTGUN,OWN,DAL,CAR,RUSH,RIGHT
1,11,44,2,10,32,0,SHOTGUN,OWN,CAR,DAL,RUSH,CENTER
1,10,52,1,20,37,0,SHOTGUN,OWN,CAR,DAL,RUSH,LEFT
1,10,18,2,17,40,0,SHOTGUN,OWN,CAR,DAL,RUSH,CENTER
1,5,46,1,10,26,0,UNDER CENTER,OWN,DAL,CAR,RUSH,LEFT
1,4,33,1,10,39,0,UNDER CENTER,OWN,DAL,CAR,RUSH,CENTER
1,3,42,2,17,32,0,SHOTGUN,OWN,DAL,CAR,RUSH,RIGHT
1,0,10,3,1,41,1,UNDER CENTER,OWN,CAR,DAL,RUSH,RIGHT
2,13,20,2,17,7,0,SHOTGUN,OWN,DAL,CAR,RUSH,LEFT
2,8,50,1,10,25,0,UNDER CENTER,OWN,DAL,CAR,RUSH,RIGHT
2,6,27,2,8,32,0,SHOTGUN,OWN,CAR,DAL,RUSH,LEFT
2,4,24,1,10,33,0,SHOTGUN,OWN,DAL,CAR,RUSH,RIGHT
2,2,44,1,10,38,0,UNDER CENTER,OWN,CAR,DAL,RUSH,LEFT
2,2,18,2,3,45,1,UNDER CENTER,OWN,CAR,DAL,RUSH,LEFT
3,14,25,1,10,39,0,UNDER CENTER,OWN,CAR,DAL,RUSH,RIGHT
3,11,46,1,10,8,0,SHOTGUN,OWN,DAL,CAR,RUSH,LEFT
3,10,28,2,10,30,1,SHOTGUN,OWN,DAL,CAR,RUSH,RIGHT
3,8,16,1,10,15,0,SHOTGUN,OWN,CAR,DAL,RUSH,RIGHT
3,7,39,2,8,17,0,UNDER CENTER,OWN,CAR,DAL,RUSH,CENTER
4,14,8,1,10,35,1,SHOTGUN,OWN,DAL,CAR,RUSH,RIGHT
4,8,51,1,10,25,0,SHOTGUN,OWN,CAR,DAL,RUSH,CENTER
4,7,46,1,10,36,0,SHOTGUN,OWN,CAR,DAL,RUSH,CENTER
4,2,13,1,10,48,0,UNDER CENTER,OWN,CAR,DAL,RUSH,CENTER
4,2,10,2,11,47,0,SHOTGUN,OWN,CAR,DAL,RUSH,LEFT
1,14,57,2,10,25,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
1,13,51,1,10,35,0,UNDER CENTER,OWN,DEN,SEA,RUSH,CENTER
1,13,10,2,10,35,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
1,11,18,3,16,10,0,SHOTGUN,OWN,SEA,DEN,RUSH,CENTER
1,9,57,2,1,19,1,UNDER CENTER,OWN,DEN,SEA,RUSH,CENTER
1,8,39,1,10,45,0,NO HUDDLE SHOTGUN,OWN,DEN,SEA,RUSH,CENTER
1,6,3,1,10,32,0,SHOTGUN,OWN,SEA,DEN,RUSH,RIGHT
1,5,29,2,8,34,0,SHOTGUN,OWN,SEA,DEN,RUSH,LEFT
1,2,58,3,2,33,1,SHOTGUN,OWN,DEN,SEA,RUSH,LEFT
1,2,20,1,10,36,0,UNDER CENTER,OWN,DEN,SEA,RUSH,RIGHT
1,1,40,2,3,43,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
1,0,45,1,10,5,1,UNDER CENTER,OWN,SEA,DEN,RUSH,RIGHT
2,13,59,1,10,25,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
2,12,38,1,10,37,0,UNDER CENTER,OWN,DEN,SEA,RUSH,CENTER
2,12,0,2,1,46,1,UNDER CENTER,OWN,DEN,SEA,RUSH,RIGHT
2,4,58,1,10,42,0,UNDER CENTER,OWN,SEA,DEN,RUSH,CENTER
3,14,55,1,10,16,0,UNDER CENTER,OWN,SEA,DEN,RUSH,LEFT
3,12,48,2,5,11,0,UNDER CENTER,OWN,DEN,SEA,RUSH,RIGHT
3,11,19,1,10,31,0,NO HUDDLE SHOTGUN,OWN,DEN,SEA,RUSH,LEFT
3,10,48,2,8,33,0,SHOTGUN,OWN,DEN,SEA,RUSH,RIGHT
3,8,22,2,3,33,0,UNDER CENTER,OWN,SEA,DEN,RUSH,RIGHT
3,6,2,1,10,25,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
3,5,26,2,9,26,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
3,4,40,1,10,32,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
3,3,41,1,10,20,0,UNDER CENTER,OWN,SEA,DEN,RUSH,LEFT
3,1,22,1,10,35,0,UNDER CENTER,OWN,SEA,DEN,RUSH,CENTER
4,14,46,1,10,25,1,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
4,14,13,1,10,39,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
4,10,43,1,10,36,0,UNDER CENTER,OWN,SEA,DEN,RUSH,LEFT
4,7,57,2,3,20,1,UNDER CENTER,OWN,DEN,SEA,RUSH,CENTER
4,7,17,1,10,25,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
4,6,39,2,10,25,0,UNDER CENTER,OWN,DEN,SEA,RUSH,CENTER
4,5,4,1,10,22,0,SHOTGUN,OWN,SEA,DEN,RUSH,RIGHT
4,3,28,1,10,19,1,UNDER CENTER,OWN,DEN,SEA,RUSH,CENTER
4,3,16,1,10,36,0,UNDER CENTER,OWN,DEN,SEA,RUSH,LEFT
4,3,10,2,5,41,1,UNDER CENTER,OWN,DEN,SEA,RUSH,RIGHT
1,15,0,1,10,25,0,UNDER CENTER,OWN,GB,CHI,RUSH,LEFT
1,14,23,2,9,26,1,SHOTGUN,OWN,GB,CHI,RUSH,RIGHT
1,13,13,1,10,14,0,UNDER CENTER,OWN,CHI,GB,RUSH,LEFT
1,12,37,2,3,21,1,UNDER CENTER,OWN,CHI,GB,RUSH,LEFT
1,10,51,3,2,33,1,SHOTGUN,OWN,CHI,GB,RUSH,RIGHT
1,4,13,1,10,32,0,SHOTGUN,OWN,CHI,GB,RUSH,LEFT
2,14,50,1,10,25,0,UNDER CENTER,OWN,GB,CHI,RUSH,LEFT
2,14,11,2,8,27,0,NO HUDDLE,OWN,GB,CHI,RUSH,RIGHT
2,12,48,1,10,15,0,UNDER CENTER,OWN,CHI,GB,RUSH,RIGHT
2,11,29,3,1,24,0,UNDER CENTER,OWN,CHI,GB,RUSH,CENTER
2,6,44,1,10,46,0,SHOTGUN,OWN,GB,CHI,RUSH,LEFT
2,6,8,2,9,47,0,SHOTGUN,OWN,GB,CHI,RUSH,LEFT
2,2,22,2,12,19,0,SHOTGUN,OWN,CHI,GB,RUSH,CENTER
2,1,48,1,10,25,0,SHOTGUN,OWN,GB,CHI,RUSH,RIGHT
2,0,33,1,10,26,0,SHOTGUN,OWN,GB,CHI,RUSH,CENTER
3,14,25,2,3,32,1,UNDER CENTER,OWN,CHI,GB,RUSH,LEFT
3,8,39,2,2,39,0,SHOTGUN,OWN,GB,CHI,RUSH,CENTER
3,1,54,1,10,19,0,SHOTGUN,OWN,GB,CHI,RUSH,CENTER
4,13,59,1,10,25,0,UNDER CENTER,OWN,CHI,GB,RUSH,RIGHT
4,13,27,2,5,30,0,SHOTGUN,OWN,CHI,GB,RUSH,CENTER
4,7,41,3,3,32,1,SHOTGUN,OWN,CHI,GB,RUSH,LEFT
4,7,4,1,10,35,0,SHOTGUN,OWN,CHI,GB,RUSH,LEFT
4,5,37,3,2,43,1,SHOTGUN,OWN,CHI,GB,RUSH,CENTER
4,4,51,1,10,48,0,UNDER CENTER,OWN,CHI,GB,RUSH,CENTER
1,14,34,1,10,13,1,UNDER CENTER,OWN,NYJ,DET,RUSH,LEFT
1,13,58,1,10,26,0,SHOTGUN,OWN,NYJ,DET,RUSH,CENTER
1,12,36,1,10,42,0,UNDER CENTER,OWN,NYJ,DET,RUSH,RIGHT
1,8,32,1,10,22,0,UNDER CENTER,OWN,DET,NYJ,RUSH,CENTER
1,7,44,3,17,15,0,SHOTGUN,OWN,DET,NYJ,RUSH,CENTER
2,14,57,1,10,25,0,UNDER CENTER,OWN,DET,NYJ,RUSH,LEFT
2,5,20,1,10,6,0,UNDER CENTER,OWN,DET,NYJ,RUSH,LEFT
2,4,17,1,10,17,0,SHOTGUN,OWN,DET,NYJ,RUSH,CENTER
3,12,35,1,10,37,1,UNDER CENTER,OWN,NYJ,DET,RUSH,LEFT
3,9,36,1,10,25,0,SHOTGUN,OWN,DET,NYJ,RUSH,CENTER
3,8,58,2,10,25,0,NO HUDDLE SHOTGUN,OWN,DET,NYJ,RUSH,CENTER
3,8,7,1,10,25,0,UNDER CENTER,OWN,DET,NYJ,RUSH,CENTER
3,5,15,1,10,25,0,SHOTGUN,OWN,DET,NYJ,RUSH,CENTER
3,1,46,1,10,34,0,SHOTGUN,OWN,NYJ,DET,RUSH,CENTER
3,1,4,2,6,38,1,UNDER CENTER,OWN,NYJ,DET,RUSH,RIGHT
4,10,47,1,10,9,0,UNDER CENTER,OWN,NYJ,DET,RUSH,RIGHT
4,10,6,2,9,10,0,UNDER CENTER,OWN,NYJ,DET,RUSH,LEFT
4,9,21,3,4,15,0,UNDER CENTER,OWN,NYJ,DET,RUSH,LEFT
1,15,0,1,10,25,0,UNDER CENTER,OWN,OAK,LA,RUSH,LEFT
1,14,9,2,2,33,1,UNDER CENTER,OWN,OAK,LA,RUSH,CENTER
1,10,16,1,10,25,0,UNDER CENTER,OWN,LA,OAK,RUSH,LEFT
1,9,36,2,4,31,0,UNDER CENTER,OWN,LA,OAK,RUSH,RIGHT
1,8,34,1,10,15,0,UNDER CENTER,OWN,OAK,LA,RUSH,CENTER
1,3,17,1,10,37,0,UNDER CENTER,OWN,OAK,LA,RUSH,LEFT
1,1,56,1,20,41,0,UNDER CENTER,OWN,OAK,LA,RUSH,CENTER
2,14,37,1,10,90,0,UNDER CENTER,OPP,OAK,LA,RUSH,RIGHT
2,9,26,1,10,36,0,UNDER CENTER,OWN,OAK,LA,RUSH,CENTER
2,5,38,1,10,79,0,NO HUDDLE SHOTGUN,OPP,OAK,LA,RUSH,RIGHT
2,4,51,1,10,20,1,UNDER CENTER,OWN,LA,OAK,RUSH,LEFT
2,4,18,1,10,81,0,UNDER CENTER,OPP,LA,OAK,RUSH,LEFT
2,3,55,2,4,87,1,NO HUDDLE,OPP,LA,OAK,RUSH,RIGHT
